Year,Geo_Level,State,State_ANSI,Ag_District,Ag_District_Code,County,County_ANSI,Value
2022,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,BIBB,007,24
2022,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,CHAMBERS,017,105
2022,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,CHILTON,021,447
2022,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,CLAY,027,270
2022,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,COOSA,037,128
2022,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,FAYETTE,057,102
2022,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,JEFFERSON,073,663
2022,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,LAMAR,075,114
2022,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,LEE,081,168
2022,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,PICKENS,107,11
2022,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,RANDOLPH,111,196
2022,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,SHELBY,117,366
2022,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,TALLADEGA,121,720
2022,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,TALLAPOOSA,123, (D)
2022,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,TUSCALOOSA,125,210
2022,COUNTY,ALABAMA,01,UPPER PLAINS & PIEDMONT,30,WALKER,127,267
2022,COUNTY,ALABAMA,01,WIREGRASS,60,BARBOUR,005,134
2022,COUNTY,ALABAMA,01,WIREGRASS,60,COFFEE,031,100
2022,COUNTY,ALABAMA,01,WIREGRASS,60,COVINGTON,039,532
2022,COUNTY,ALABAMA,01,WIREGRASS,60,CRENSHAW,041,190
2022,COUNTY,ALABAMA,01,WIREGRASS,60,DALE,045,274
2022,COUNTY,ALABAMA,01,WIREGRASS,60,GENEVA,061,32
2022,COUNTY,ALABAMA,01,WIREGRASS,60,HENRY,067,239
2022,COUNTY,ALABAMA,01,WIREGRASS,60,HOUSTON,069,832
2022,COUNTY,ALABAMA,01,WIREGRASS,60,PIKE,109, (D)
2022,COUNTY,ALABAMA,01,WIREGRASS,60,RUSSELL,113, (D)
2022,COUNTY,ALASKA,02,KENAI PENINSULA,30,KENAI PENINSULA,, (D)
2022,COUNTY,ALASKA,02,MATANUSKA-SUSITNA-ANCHORAGE,20,ANCHORAGE,,290
2022,COUNTY,ALASKA,02,SOUTHWEST & WEST,50,ALEUTIAN ISLANDS,, (D)
2022,COUNTY,ALASKA,02,TANANA VALLEY,10,FAIRBANKS NORTH STAR,,191
2022,COUNTY,ARIZONA,04,NORTHERN,10,APACHE,001,6
2022,COUNTY,ARIZONA,04,NORTHERN,10,COCONINO,005,"1,119"
2022,COUNTY,ARIZONA,04,NORTHERN,10,GILA,007,"1,233"
2022,COUNTY,ARIZONA,04,NORTHERN,10,MOHAVE,015,6
2022,COUNTY,ARIZONA,04,NORTHERN,10,NAVAJO,017,148
2022,COUNTY,ARIZONA,04,NORTHERN,10,YAVAPAI,025,18
2022,COUNTY,ARIZONA,04,SOUTHERN,80,COCHISE,003,635
2022,COUNTY,ARIZONA,04,SOUTHERN,80,GREENLEE,011, (D)
2022,COUNTY,ARIZONA,04,SOUTHERN,80,MARICOPA,013,"16,486"
2022,COUNTY,ARIZONA,04,SOUTHERN,80,PIMA,019,"2,915"
2022,COUNTY,ARIZONA,04,SOUTHERN,80,PINAL,021,"4,069"
2022,COUNTY,ARIZONA,04,SOUTHERN,80,SANTA CRUZ,023, (D)
2022,COUNTY,ARIZONA,04,SOUTHERN,80,YUMA,027,"1,631"
2022,COUNTY,ARKANSAS,05,CENTRAL,50,CONWAY,029,31
2022,COUNTY,ARKANSAS,05,CENTRAL,50,FAULKNER,045,271
2022,COUNTY,ARKANSAS,05,CENTRAL,50,GARLAND,051,69
2022,COUNTY,ARKANSAS,05,CENTRAL,50,GRANT,053,47
2022,COUNTY,ARKANSAS,05,CENTRAL,50,HOT SPRING,059,465
2022,COUNTY,ARKANSAS,05,CENTRAL,50,PERRY,105,390
2022,COUNTY,ARKANSAS,05,CENTRAL,50,PULASKI,119,589
2022,COUNTY,ARKANSAS,05,CENTRAL,50,SALINE,125,520
2022,COUNTY,ARKANSAS,05,EAST CENTRAL,60,ARKANSAS,001,973
2022,COUNTY,ARKANSAS,05,EAST CENTRAL,60,CRITTENDEN,035,"3,008"
2022,COUNTY,ARKANSAS,05,EAST CENTRAL,60,CROSS,037, (D)
2022,COUNTY,ARKANSAS,05,EAST CENTRAL,60,LONOKE,085,911
2022,COUNTY,ARKANSAS,05,EAST CENTRAL,60,PHILLIPS,107,12
2022,COUNTY,ARKANSAS,05,EAST CENTRAL,60,PRAIRIE,117,6
2022,COUNTY,ARKANSAS,05,EAST CENTRAL,60,SAINT FRANCIS,123,22
2022,COUNTY,ARKANSAS,05,EAST CENTRAL,60,WOODRUFF,147, (D)
2022,COUNTY,ARKANSAS,05,NORTH CENTRAL,20,BAXTER,005,173
2022,COUNTY,ARKANSAS,05,NORTH CENTRAL,20,CLEBURNE,023,374
2022,COUNTY,ARKANSAS,05,NORTH CENTRAL,20,FULTON,049,93
2022,COUNTY,ARKANSAS,05,NORTH CENTRAL,20,IZARD,065,269
2022,COUNTY,ARKANSAS,05,NORTH CENTRAL,20,MARION,089,53
2022,COUNTY,ARKANSAS,05,NORTH CENTRAL,20,SEARCY,129,37
2022,COUNTY,ARKANSAS,05,NORTH CENTRAL,20,SHARP,135,296
2022,COUNTY,ARKANSAS,05,NORTH CENTRAL,20,STONE,137, (D)
2022,COUNTY,ARKANSAS,05,NORTH CENTRAL,20,VAN BUREN,141,72
2022,COUNTY,ARKANSAS,05,NORTHEAST,30,CLAY,021,129
2022,COUNTY,ARKANSAS,05,NORTHEAST,30,CRAIGHEAD,031,"1,970"
2022,COUNTY,ARKANSAS,05,NORTHEAST,30,GREENE,055,90
2022,COUNTY,ARKANSAS,05,NORTHEAST,30,INDEPENDENCE,063,982
2022,COUNTY,ARKANSAS,05,NORTHEAST,30,JACKSON,067,76
2022,COUNTY,ARKANSAS,05,NORTHEAST,30,LAWRENCE,075,67
2022,COUNTY,ARKANSAS,05,NORTHEAST,30,RANDOLPH,121, (D)
2022,COUNTY,ARKANSAS,05,NORTHEAST,30,WHITE,145,167
2022,COUNTY,ARKANSAS,05,NORTHWEST,10,BENTON,007,561
2022,COUNTY,ARKANSAS,05,NORTHWEST,10,BOONE,009,113
2022,COUNTY,ARKANSAS,05,NORTHWEST,10,CARROLL,015,216
2022,COUNTY,ARKANSAS,05,NORTHWEST,10,MADISON,087,411
2022,COUNTY,ARKANSAS,05,NORTHWEST,10,NEWTON,101,14
2022,COUNTY,ARKANSAS,05,NORTHWEST,10,WASHINGTON,143,724
2022,COUNTY,ARKANSAS,05,SOUTH CENTRAL,80,BRADLEY,011,42
2022,COUNTY,ARKANSAS,05,SOUTH CENTRAL,80,CALHOUN,013,25
2022,COUNTY,ARKANSAS,05,SOUTH CENTRAL,80,CLARK,019,62
2022,COUNTY,ARKANSAS,05,SOUTH CENTRAL,80,CLEVELAND,025,20
2022,COUNTY,ARKANSAS,05,SOUTH CENTRAL,80,COLUMBIA,027,83
2022,COUNTY,ARKANSAS,05,SOUTH CENTRAL,80,DALLAS,039,8
2022,COUNTY,ARKANSAS,05,SOUTH CENTRAL,80,NEVADA,099,42
2022,COUNTY,ARKANSAS,05,SOUTH CENTRAL,80,OUACHITA,103,24
2022,COUNTY,ARKANSAS,05,SOUTH CENTRAL,80,UNION,139,40
2022,COUNTY,ARKANSAS,05,SOUTHEAST,90,ASHLEY,003,72
2022,COUNTY,ARKANSAS,05,SOUTHEAST,90,CHICOT,017,72
2022,COUNTY,ARKANSAS,05,SOUTHEAST,90,DREW,043,215
2022,COUNTY,ARKANSAS,05,SOUTHEAST,90,JEFFERSON,069,137
2022,COUNTY,ARKANSAS,05,SOUTHEAST,90,LINCOLN,079, (D)
2022,COUNTY,ARKANSAS,05,SOUTHWEST,70,HEMPSTEAD,057,35
2022,COUNTY,ARKANSAS,05,SOUTHWEST,70,HOWARD,061, (D)
2022,COUNTY,ARKANSAS,05,SOUTHWEST,70,LAFAYETTE,073,36
2022,COUNTY,ARKANSAS,05,SOUTHWEST,70,LITTLE RIVER,081,22
2022,COUNTY,ARKANSAS,05,SOUTHWEST,70,MILLER,091, (D)
2022,COUNTY,ARKANSAS,05,SOUTHWEST,70,MONTGOMERY,097,49
2022,COUNTY,ARKANSAS,05,SOUTHWEST,70,PIKE,109,82
2022,COUNTY,ARKANSAS,05,SOUTHWEST,70,SEVIER,133,66
2022,COUNTY,ARKANSAS,05,WEST CENTRAL,40,CRAWFORD,033,189
2022,COUNTY,ARKANSAS,05,WEST CENTRAL,40,FRANKLIN,047,128
2022,COUNTY,ARKANSAS,05,WEST CENTRAL,40,JOHNSON,071,61
2022,COUNTY,ARKANSAS,05,WEST CENTRAL,40,LOGAN,083,283
2022,COUNTY,ARKANSAS,05,WEST CENTRAL,40,POLK,113,91
2022,COUNTY,ARKANSAS,05,WEST CENTRAL,40,POPE,115,470
2022,COUNTY,ARKANSAS,05,WEST CENTRAL,40,SCOTT,127,21
2022,COUNTY,ARKANSAS,05,WEST CENTRAL,40,SEBASTIAN,131,56
2022,COUNTY,ARKANSAS,05,WEST CENTRAL,40,YELL,149,206
2022,COUNTY,CALIFORNIA,06,CENTRAL COAST,40,ALAMEDA,001,"291,102"
2022,COUNTY,CALIFORNIA,06,CENTRAL COAST,40,CONTRA COSTA,013,"3,486"
2022,COUNTY,CALIFORNIA,06,CENTRAL COAST,40,LAKE,033,318
2022,COUNTY,CALIFORNIA,06,CENTRAL COAST,40,MARIN,041,240
2022,COUNTY,CALIFORNIA,06,CENTRAL COAST,40,MONTEREY,053,"1,089"
2022,COUNTY,CALIFORNIA,06,CENTRAL COAST,40,NAPA,055,"11,557"
2022,COUNTY,CALIFORNIA,06,CENTRAL COAST,40,SAN BENITO,069,27
2022,COUNTY,CALIFORNIA,06,CENTRAL COAST,40,SAN FRANCISCO,075, (D)
2022,COUNTY,CALIFORNIA,06,CENTRAL COAST,40,SAN LUIS OBISPO,079,"6,228"
2022,COUNTY,CALIFORNIA,06,CENTRAL COAST,40,SAN MATEO,081,84
2022,COUNTY,CALIFORNIA,06,CENTRAL COAST,40,SANTA CLARA,085,745
2022,COUNTY,CALIFORNIA,06,CENTRAL COAST,40,SANTA CRUZ,087,"3,277"
2022,COUNTY,CALIFORNIA,06,CENTRAL COAST,40,SONOMA,097,559
2022,COUNTY,CALIFORNIA,06,NORTHEAST,30,LASSEN,035,"2,095"
2022,COUNTY,CALIFORNIA,06,NORTHEAST,30,MODOC,049,76
2022,COUNTY,CALIFORNIA,06,NORTHEAST,30,PLUMAS,063,45
2022,COUNTY,CALIFORNIA,06,NORTHERN COAST,10,HUMBOLDT,023, (D)
2022,COUNTY,CALIFORNIA,06,NORTHERN COAST,10,MENDOCINO,045,249
2022,COUNTY,CALIFORNIA,06,SACRAMENTO VALLEY,50,BUTTE,007,"34,917"
2022,COUNTY,CALIFORNIA,06,SACRAMENTO VALLEY,50,COLUSA,011,"7,662"
2022,COUNTY,CALIFORNIA,06,SACRAMENTO VALLEY,50,GLENN,021,"67,471"
2022,COUNTY,CALIFORNIA,06,SACRAMENTO VALLEY,50,SACRAMENTO,067,"29,301"
2022,COUNTY,CALIFORNIA,06,SACRAMENTO VALLEY,50,SOLANO,095,"9,328"
2022,COUNTY,CALIFORNIA,06,SACRAMENTO VALLEY,50,SUTTER,101,"19,568"
2022,COUNTY,CALIFORNIA,06,SACRAMENTO VALLEY,50,TEHAMA,103,"17,564"
2022,COUNTY,CALIFORNIA,06,SACRAMENTO VALLEY,50,YOLO,113,"26,451"
2022,COUNTY,CALIFORNIA,06,SACRAMENTO VALLEY,50,YUBA,115,"11,818"
2022,COUNTY,CALIFORNIA,06,SAN JOAQUIN VALLEY,51,FRESNO,019,"89,015"
2022,COUNTY,CALIFORNIA,06,SAN JOAQUIN VALLEY,51,KERN,029,"152,227"
2022,COUNTY,CALIFORNIA,06,SAN JOAQUIN VALLEY,51,KINGS,031,"35,578"
2022,COUNTY,CALIFORNIA,06,SAN JOAQUIN VALLEY,51,MADERA,039,"78,082"
2022,COUNTY,CALIFORNIA,06,SAN JOAQUIN VALLEY,51,MERCED,047,"82,832"
2022,COUNTY,CALIFORNIA,06,SAN JOAQUIN VALLEY,51,SAN JOAQUIN,077,"15,272"
2022,COUNTY,CALIFORNIA,06,SAN JOAQUIN VALLEY,51,STANISLAUS,099,"20,771"
2022,COUNTY,CALIFORNIA,06,SAN JOAQUIN VALLEY,51,TULARE,107,"92,867"
2022,COUNTY,CALIFORNIA,06,SIERRA MOUNTAINS,60,AMADOR,005,32
2022,COUNTY,CALIFORNIA,06,SIERRA MOUNTAINS,60,CALAVERAS,009,843
2022,COUNTY,CALIFORNIA,06,SIERRA MOUNTAINS,60,EL DORADO,017,"1,393"
2022,COUNTY,CALIFORNIA,06,SIERRA MOUNTAINS,60,INYO,027, (D)
2022,COUNTY,CALIFORNIA,06,SIERRA MOUNTAINS,60,MARIPOSA,043,496
2022,COUNTY,CALIFORNIA,06,SIERRA MOUNTAINS,60,NEVADA,057,"1,144"
2022,COUNTY,CALIFORNIA,06,SIERRA MOUNTAINS,60,PLACER,061, (D)
2022,COUNTY,CALIFORNIA,06,SIERRA MOUNTAINS,60,SIERRA,091,160
2022,COUNTY,CALIFORNIA,06,SIERRA MOUNTAINS,60,TUOLUMNE,109,67
2022,COUNTY,CALIFORNIA,06,SISKIYOU-SHASTA,20,SHASTA,089,"37,445"
2022,COUNTY,CALIFORNIA,06,SISKIYOU-SHASTA,20,SISKIYOU,093,66
2022,COUNTY,CALIFORNIA,06,SISKIYOU-SHASTA,20,TRINITY,105,126
2022,COUNTY,CALIFORNIA,06,SOUTHERN CALIFORNIA,80,IMPERIAL,025,"22,223"
2022,COUNTY,CALIFORNIA,06,SOUTHERN CALIFORNIA,80,LOS ANGELES,037,"3,469"
2022,COUNTY,CALIFORNIA,06,SOUTHERN CALIFORNIA,80,ORANGE,059,"1,612"
2022,COUNTY,CALIFORNIA,06,SOUTHERN CALIFORNIA,80,RIVERSIDE,065,"38,758"
2022,COUNTY,CALIFORNIA,06,SOUTHERN CALIFORNIA,80,SAN BERNARDINO,071,"26,351"
2022,COUNTY,CALIFORNIA,06,SOUTHERN CALIFORNIA,80,SAN DIEGO,073,"44,294"
2022,COUNTY,CALIFORNIA,06,SOUTHERN CALIFORNIA,80,SANTA BARBARA,083,"8,573"
2022,COUNTY,CALIFORNIA,06,SOUTHERN CALIFORNIA,80,VENTURA,111,"35,303"
2022,COUNTY,COLORADO,08,EAST CENTRAL,60,ADAMS,001,709
2022,COUNTY,COLORADO,08,EAST CENTRAL,60,ARAPAHOE,005,64
2022,COUNTY,COLORADO,08,EAST CENTRAL,60,DENVER,031,12
2022,COUNTY,COLORADO,08,EAST CENTRAL,60,DOUGLAS,035,305
2022,COUNTY,COLORADO,08,EAST CENTRAL,60,EL PASO,041,911
2022,COUNTY,COLORADO,08,EAST CENTRAL,60,ELBERT,039,303
2022,COUNTY,COLORADO,08,EAST CENTRAL,60,KIOWA,061,12
2022,COUNTY,COLORADO,08,EAST CENTRAL,60,KIT CARSON,063,7
2022,COUNTY,COLORADO,08,EAST CENTRAL,60,LINCOLN,073, (D)
2022,COUNTY,COLORADO,08,EAST CENTRAL,60,PHILLIPS,095, (D)
2022,COUNTY,COLORADO,08,EAST CENTRAL,60,WASHINGTON,121,5
2022,COUNTY,COLORADO,08,EAST CENTRAL,60,YUMA,125,73
2022,COUNTY,COLORADO,08,NORTHEAST,20,BOULDER,013,929
2022,COUNTY,COLORADO,08,NORTHEAST,20,JEFFERSON,059,136
2022,COUNTY,COLORADO,08,NORTHEAST,20,LARIMER,069,"1,084"
2022,COUNTY,COLORADO,08,NORTHEAST,20,LOGAN,075, (D)
2022,COUNTY,COLORADO,08,NORTHEAST,20,MORGAN,087,35
2022,COUNTY,COLORADO,08,NORTHEAST,20,SEDGWICK,115, (D)
2022,COUNTY,COLORADO,08,NORTHEAST,20,WELD,123,"2,160"
2022,COUNTY,COLORADO,08,NORTHWEST AND MOUNTAIN,10,CHAFFEE,015,46
2022,COUNTY,COLORADO,08,NORTHWEST AND MOUNTAIN,10,CLEAR CREEK,019, (D)
2022,COUNTY,COLORADO,08,NORTHWEST AND MOUNTAIN,10,EAGLE,037,24
2022,COUNTY,COLORADO,08,NORTHWEST AND MOUNTAIN,10,GILPIN,047,6
2022,COUNTY,COLORADO,08,NORTHWEST AND MOUNTAIN,10,GRAND,049,66
2022,COUNTY,COLORADO,08,NORTHWEST AND MOUNTAIN,10,GUNNISON,051,3
2022,COUNTY,COLORADO,08,NORTHWEST AND MOUNTAIN,10,JACKSON,057,4
2022,COUNTY,COLORADO,08,NORTHWEST AND MOUNTAIN,10,MOFFAT,081,14
2022,COUNTY,COLORADO,08,NORTHWEST AND MOUNTAIN,10,PARK,093,24
2022,COUNTY,COLORADO,08,NORTHWEST AND MOUNTAIN,10,PITKIN,097,28
2022,COUNTY,COLORADO,08,NORTHWEST AND MOUNTAIN,10,RIO BLANCO,103,44
2022,COUNTY,COLORADO,08,NORTHWEST AND MOUNTAIN,10,ROUTT,107,574
2022,COUNTY,COLORADO,08,NORTHWEST AND MOUNTAIN,10,TELLER,119,16
2022,COUNTY,COLORADO,08,SAN LUIS VALLEY,80,ALAMOSA,003,464
2022,COUNTY,COLORADO,08,SAN LUIS VALLEY,80,CONEJOS,021,3
2022,COUNTY,COLORADO,08,SAN LUIS VALLEY,80,RIO GRANDE,105,12
2022,COUNTY,COLORADO,08,SAN LUIS VALLEY,80,SAGUACHE,109,9
2022,COUNTY,COLORADO,08,SOUTHEAST,90,BACA,009,22
2022,COUNTY,COLORADO,08,SOUTHEAST,90,CROWLEY,025,26
2022,COUNTY,COLORADO,08,SOUTHEAST,90,CUSTER,027,14
2022,COUNTY,COLORADO,08,SOUTHEAST,90,FREMONT,043,621
2022,COUNTY,COLORADO,08,SOUTHEAST,90,HUERFANO,055,64
2022,COUNTY,COLORADO,08,SOUTHEAST,90,LAS ANIMAS,071,56
2022,COUNTY,COLORADO,08,SOUTHEAST,90,OTERO,089, (D)
2022,COUNTY,COLORADO,08,SOUTHEAST,90,PROWERS,099, (D)
2022,COUNTY,COLORADO,08,SOUTHEAST,90,PUEBLO,101,136
2022,COUNTY,COLORADO,08,SOUTHWEST,70,ARCHULETA,007,123
2022,COUNTY,COLORADO,08,SOUTHWEST,70,DELTA,029,338
2022,COUNTY,COLORADO,08,SOUTHWEST,70,DOLORES,033,13
2022,COUNTY,COLORADO,08,SOUTHWEST,70,GARFIELD,045,496
2022,COUNTY,COLORADO,08,SOUTHWEST,70,LA PLATA,067,170
2022,COUNTY,COLORADO,08,SOUTHWEST,70,MESA,077,462
2022,COUNTY,COLORADO,08,SOUTHWEST,70,MONTEZUMA,083,264
2022,COUNTY,COLORADO,08,SOUTHWEST,70,MONTROSE,085,372
2022,COUNTY,COLORADO,08,SOUTHWEST,70,OURAY,091,12
2022,COUNTY,COLORADO,08,SOUTHWEST,70,SAN MIGUEL,113,5
2022,COUNTY,CONNECTICUT,09,ALL COUNTIES,10,FAIRFIELD,001,533
2022,COUNTY,CONNECTICUT,09,ALL COUNTIES,10,HARTFORD,003,517
2022,COUNTY,CONNECTICUT,09,ALL COUNTIES,10,LITCHFIELD,005,"1,426"
2022,COUNTY,CONNECTICUT,09,ALL COUNTIES,10,MIDDLESEX,007,173
2022,COUNTY,CONNECTICUT,09,ALL COUNTIES,10,NEW HAVEN,009,"1,622"
2022,COUNTY,CONNECTICUT,09,ALL COUNTIES,10,NEW LONDON,011,"1,169"
2022,COUNTY,CONNECTICUT,09,ALL COUNTIES,10,TOLLAND,013,164
2022,COUNTY,CONNECTICUT,09,ALL COUNTIES,10,WINDHAM,015,623
2022,COUNTY,DELAWARE,10,CENTRAL,50,KENT,001,244
2022,COUNTY,DELAWARE,10,NORTHERN,20,NEW CASTLE,003,189
2022,COUNTY,DELAWARE,10,SOUTHERN,80,SUSSEX,005,187
2022,COUNTY,FLORIDA,12,CENTRAL,50,ALACHUA,001,"38,503"
2022,COUNTY,FLORIDA,12,CENTRAL,50,BRADFORD,007,"4,636"
2022,COUNTY,FLORIDA,12,CENTRAL,50,CITRUS,017,83
2022,COUNTY,FLORIDA,12,CENTRAL,50,CLAY,019,486
2022,COUNTY,FLORIDA,12,CENTRAL,50,FLAGLER,035, (D)
2022,COUNTY,FLORIDA,12,CENTRAL,50,GILCHRIST,041,87
2022,COUNTY,FLORIDA,12,CENTRAL,50,HERNANDO,053,"1,088"
2022,COUNTY,FLORIDA,12,CENTRAL,50,HILLSBOROUGH,057,"1,652"
2022,COUNTY,FLORIDA,12,CENTRAL,50,LAKE,069,"17,883"
2022,COUNTY,FLORIDA,12,CENTRAL,50,LEVY,075,"2,347"
2022,COUNTY,FLORIDA,12,CENTRAL,50,MARION,083,"1,742"
2022,COUNTY,FLORIDA,12,CENTRAL,50,ORANGE,095,"11,154"
2022,COUNTY,FLORIDA,12,CENTRAL,50,OSCEOLA,097,"1,544"
2022,COUNTY,FLORIDA,12,CENTRAL,50,PASCO,101,"4,157"
2022,COUNTY,FLORIDA,12,CENTRAL,50,PINELLAS,103,"1,084"
2022,COUNTY,FLORIDA,12,CENTRAL,50,POLK,105,"18,562"
2022,COUNTY,FLORIDA,12,CENTRAL,50,PUTNAM,107,"1,753"
2022,COUNTY,FLORIDA,12,CENTRAL,50,SEMINOLE,117,"2,285"
2022,COUNTY,FLORIDA,12,CENTRAL,50,ST. JOHNS,109,95
2022,COUNTY,FLORIDA,12,CENTRAL,50,SUMTER,119,311
2022,COUNTY,FLORIDA,12,CENTRAL,50,UNION,125,301
2022,COUNTY,FLORIDA,12,CENTRAL,50,VOLUSIA,127,"14,850"
2022,COUNTY,FLORIDA,12,NORTHEAST,30,BAKER,003,"4,922"
2022,COUNTY,FLORIDA,12,NORTHEAST,30,COLUMBIA,023,"3,225"
2022,COUNTY,FLORIDA,12,NORTHEAST,30,DIXIE,029,81
2022,COUNTY,FLORIDA,12,NORTHEAST,30,DUVAL,031,607
2022,COUNTY,FLORIDA,12,NORTHEAST,30,HAMILTON,047, (D)
2022,COUNTY,FLORIDA,12,NORTHEAST,30,LAFAYETTE,067,"3,276"
2022,COUNTY,FLORIDA,12,NORTHEAST,30,MADISON,079,303
2022,COUNTY,FLORIDA,12,NORTHEAST,30,NASSAU,089,67
2022,COUNTY,FLORIDA,12,NORTHEAST,30,SUWANNEE,121,21
2022,COUNTY,FLORIDA,12,NORTHEAST,30,TAYLOR,123,84
2022,COUNTY,FLORIDA,12,NORTHWEST,10,BAY,005,798
2022,COUNTY,FLORIDA,12,NORTHWEST,10,CALHOUN,013,569
2022,COUNTY,FLORIDA,12,NORTHWEST,10,ESCAMBIA,033,"5,426"
2022,COUNTY,FLORIDA,12,NORTHWEST,10,GADSDEN,039,350
2022,COUNTY,FLORIDA,12,NORTHWEST,10,GULF,045,859
2022,COUNTY,FLORIDA,12,NORTHWEST,10,HOLMES,059,99
2022,COUNTY,FLORIDA,12,NORTHWEST,10,JACKSON,063,926
2022,COUNTY,FLORIDA,12,NORTHWEST,10,JEFFERSON,065,444
2022,COUNTY,FLORIDA,12,NORTHWEST,10,LEON,073,691
2022,COUNTY,FLORIDA,12,NORTHWEST,10,LIBERTY,077,"10,202"
2022,COUNTY,FLORIDA,12,NORTHWEST,10,OKALOOSA,091,226
2022,COUNTY,FLORIDA,12,NORTHWEST,10,SANTA ROSA,113,277
2022,COUNTY,FLORIDA,12,NORTHWEST,10,WAKULLA,129,"5,444"
